id,line_id,firm,org,neworg,finalorg,mission,category,issue,comments,amlawrank
304,787,Thelen Reid,Academic Alliance for AIDS Care and Prevention in Africa,,Academic Alliance for AIDS Care and Prevention in Africa,he Academic Alliance for AIDS Care and Prevention in Africa is a union of African and Western infectious disease experts that built (in early 2002) the first large-scale HIV/AIDS clinic in Africa for training medical personnel on treatment options establ,3,Health/Disability,,75
304,780,Thelen Reid,Committee to Encourage Corporate Philanthropy,,Committee to Encourage Corporate Philanthropy,CEOs focused on corporate philanthropy. <newline>The Committee Encouraging Corporate Philanthropy is the only international forum of business CEOs and chairpersons focused exclusively on corporate philanthropy. <newline>CECP's mission is to lead the busin,3,Other,,75
304,786,Thelen Reid,Human Rights First,,Human Rights First,Our Mission <newline>Human Rights First believes that building respect for human rights and the rule of law will help ensure the dignity to which every individual is entitled and will stem tyranny extremism intolerance and violence. <newline>Human Righ,3,Human Rights/International,,75
304,779,Thelen Reid,Lawyers Committee for Civil Rights Under Law,,Lawyers Committee for Civil Rights Under Law,The Lawyers' Committee for Civil Rights Under Law a nonpartisan nonprofit organization was formed in 1963 at the request of President John F. Kennedy to involve the private bar in providing legal services to address racial discrimination. The principal,3,Civil Rights/Civil Liberties,,75
304,781,Thelen Reid,Legal Aid Society,,Legal Aid Society,Mission of The Legal Aid Society <newline>The Legal Aid Society is the nation's oldest and largest provider of legal services to the indigent. Founded in 1876 the Society provides a full range of civil legal services as well as criminal defense work and,2,Legal Services,,75
304,782,Thelen Reid,Legal Community Against Violence,,Legal Community Against Violence,Our Mission <newline>Legal Community Against Violence is a public interest law center dedicated to preventing gun violence. Founded by lawyers LCAV is the country's only organization devoted exclusively to providing legal assistance in support of gun vio,3,Other,,75
304,783,Thelen Reid,Legal Services for Children,,Legal Services for Children,Legal Services for Children (LSC) was founded in 1975 as one of the first non-profit law firms in the country to provide free legal representation and social work services to children and youth. <newline>LSC's mission is to ensure that all children and yo,3,Children,,75
304,778,Thelen Reid,Legal services project,Lawyers Committee for Civil Rights Under Law,Lawyers Committee for Civil Rights Under Law,Mission <newline>The Legal Project believes that all people regardless of income gender disability race religion age sexual orientation or ethnicity should have access to legal services. This belief reflects a deep commitment to fairness and equal ,2,Legal Services,,75
304,784,Thelen Reid,Low Income Housing Fund,,Low Income Housing Fund,The Low Income Investment Fund (LIIF) is dedicated to creating pathways of opportunity for low income people and communities. Serving the poorest of the poor LIIF is a steward for capital invested in housing child care education and other community-bui,3,Housing/Homeless,,75
304,785,Thelen Reid,New York Lawyers for the Public Interest,,New York Lawyers for the Public Interest,OUR MISSION <newline>New York Lawyers for the Public Interest is a nonprofit civil rights law firm that strives for social justice. In partnership with member law firms corporate law departments and other organizations NYLPI helps underrepresented peop,2,Legal Services,,75
,,Thompson and Knight,Dallas Volunteer Attorney Program,,Dallas Volunteer Attorney Program,This is a legal services organization in Dallas. The link in google for the Volunteer program takes you to the legal aid organization of northwest texas. http://www.lanwt.org/whatislanwt.asp,2,Legal Services,,121
,,Thompson and Knight,Housing Crisis Center,,Housing Crisis Center,To prevent homelessness and to stabilize families the elderly and the disabled in decent affordable and permanent housing and to empower these groups to solve their own housing problems in the future.,3,Housing/Homeless,,121
,,Thompson and Knight,Houston Bar Association Legal Line,Houston Bar Association,Houston Bar Association,The Houston Bar Association offers free legal advice over the telephone through LegalLine.,2,Legal Services,,121
,,Thompson and Knight,Real Estate Council,,Real Estate Council,The Real Estate Council is a dynamic organization of more than 1300 commercial real estate professionals and 500 member companies representing 95% of the top commercial real estate businesses in North Texas. We are developers builders brokers attorneys architects mortgage bankers accountants finance and title professionals and more. Our purpose includes networking government advocacy and good works.,3,Nonprofits,,121
,,Thompson and Knight,Texas Community Building with Attorney Resources (Texas C-Bar),,Texas Community Building with Attorney Resources (Texas C-Bar),Our mission is to improve the quality of life for low-income populations in Texas by providing pro bono business law resources to nonprofits and microentrepreneurs.,3,Nonprofits,,121
,,Thompson and Knight,Texas Land Bank,,Texas Land Bank,The Texas Land Bank is a leader in true long-term financing for farm ranch and recreational land loans and has been for 90 years. We are locally owned and directed by borrowers ... just like you ... so we never lose sight of what's important to you.,3,Business/Economic Development,,121
313,789,Venable,ABA Death Penalty Representation Project,ABA,ABA,The American Bar Association created the Death Penalty Representation Project in 1986. Our goals are to raise awareness about the lack of representation available to death row inmates to address this urgent need by recruiting competent volunteer attorney,3,Prisoner's Rights,,86
313,790,Venable,Bread for the City,,Bread for the City,The mission of Bread for the City is to provide vulnerable residents of Washington DC with comprehensive services including food clothing medical care and legal and social services in an atmosphere of dignity and respect. We recognize that all peop,2,Legal Services,,86
313,791.1,Venable,Legal Aid Society of the District of Columbia,,Legal Aid Society of the District of Columbia,The Legal Aid Society of the District of Columbia was formed in 1932 to provide civil legal aid to individuals families and communities in the District who could not otherwise afford to hire a lawyer. Over the last 75 years Legal Aid has helped tens of ,2,Legal Services,separated the dc and maryland legal aid,86
313,791.2,Venable,Maryland Legal Aid Bureau,,Maryland Legal Aid Bureau,The Legal Aid Bureau Inc. is a private non-profit multi-funded law firm providing free legal services to low-income people statewide. Legal Aid serves Baltimore City and Maryland's 23 counties from 13 office locations. Legal Aid is an independent 501(,2,Legal Services,,86
